Season,Year,Tour,Week,Date,Tournament,Location,Winner,Score,1st prize ($),Purse ($),OWGR points,Notes,TournamentURL,TournamentRedirectURL,PlayerURL
1992,1992,PGA,41,11-Oct,Las Vegas Invitational,Nevada,John Cook (6),334 (-26),"234,000","1,300,000",,,/wiki/Las_Vegas_Invitational,/wiki/Shriners_Hospitals_for_Children_Open,/wiki/John_Cook_(golfer)
1992,1992,PGA,42,18-Oct,Walt Disney World/Oldsmobile Classic,Florida,John Huston (2),262 (-26),"180,000","1,000,000",,,/wiki/Walt_Disney_World/Oldsmobile_Classic,/wiki/Walt_Disney_World_Golf_Classic,/wiki/John_Huston_(golfer)
1992,1992,PGA,43,25-Oct,H.E.B. Texas Open,Texas,Nick Price (5),263 (-21),"162,000","900,000",,,/wiki/H.E.B._Texas_Open,/wiki/Valero_Texas_Open,/wiki/Nick_Price
1992,1992,PGA,44,1-Nov,The Tour Championship,North Carolina,Paul Azinger (8),276 (-8),"360,000","2,000,000",,,/wiki/The_Tour_Championship,/wiki/Tour_Championship,/wiki/Paul_Azinger
1993,1993,PGA,2,10-Jan,Infiniti Tournament of Champions,California,Davis Love III (7),272 (-16),"144,000","800,000",,,/wiki/Infiniti_Tournament_of_Champions,/wiki/Tournament_of_Champions_%28golf%29,/wiki/Davis_Love_III
1993,1993,PGA,3,17-Jan,United Airlines Hawaiian Open,Hawaii,Howard Twitty (3),269 (-19),"216,000","1,200,000",,,/wiki/United_Airlines_Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Howard_Twitty
1993,1993,PGA,4,24-Jan,Northern Telecom Open,Arizona,Larry Mize (3),271 (-17),"198,000","1,100,000",,,/wiki/Northern_Telecom_Open,/wiki/Tucson_Open,/wiki/Larry_Mize
1993,1993,PGA,5,31-Jan,Phoenix Open,Arizona,Lee Janzen (2),273 (-11),"180,000","1,000,000",,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Lee_Janzen
1993,1993,PGA,6,7-Feb,AT&T Pebble Beach National Pro-Am,California,Brett Ogle (1),276 (-12),"225,000","1,250,000",,,/wiki/AT%26T_Pebble_Beach_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Brett_Ogle
1993,1993,PGA,7,14-Feb,Bob Hope Chrysler Classic,California,Tom Kite (18),325 (-35),"198,000","1,100,000",,,/wiki/Bob_Hope_Chrysler_Classic,/wiki/CareerBuilder_Challenge,/wiki/Tom_Kite
1993,1993,PGA,8,21-Feb,Buick Invitational of California,California,Phil Mickelson (2),278 (-10),"180,000","1,000,000",,,/wiki/Buick_Invitational_of_California,/wiki/Farmers_Insurance_Open,/wiki/Phil_Mickelson
1993,1993,PGA,9,28-Feb,Nissan Los Angeles Open,California,Tom Kite (19),206 (-7),"180,000","1,000,000",,,/wiki/Nissan_Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Tom_Kite
1993,1993,PGA,10,7-Mar,Doral-Ryder Open,Florida,Greg Norman (12),265 (-23),"252,000","1,400,000",,,/wiki/Doral-Ryder_Open,/wiki/Doral_Open,/wiki/Greg_Norman
1993,1993,PGA,11,14-Mar,Honda Classic,Florida,Fred Couples (10),207 (-9),"198,000","1,100,000",,,/wiki/Honda_Classic,/wiki/The_Honda_Classic,/wiki/Fred_Couples
1993,1993,PGA,12,21-Mar,Nestle Invitational,Florida,Ben Crenshaw (17),280 (-8),"180,000","1,000,000",,,/wiki/Nestle_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Ben_Crenshaw
1993,1993,PGA,13,28-Mar,The Players Championship,Florida,Nick Price (6),270 (-18),"450,000","2,500,000",,,/wiki/The_Players_Championship,/wiki/The_Players_Championship,/wiki/Nick_Price
1993,1993,PGA,14,4-Apr,Freeport-McMoRan Golf Classic,Louisiana,Mike Standly (1),281 (-7),"180,000","1,000,000",,,/wiki/Freeport-McMoRan_Golf_Classic,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Mike_Standly
1993,1993,MAJ,15,11-Apr,Masters Tournament,Georgia,Bernhard Langer (3),277 (-11),"306,000","1,700,000",,Major championship,/wiki/1993_Masters_Tournament,/wiki/1993_Masters_Tournament,/wiki/Bernhard_Langer
1993,1993,PGA,16,18-Apr,MCI Heritage Golf Classic,South Carolina,David Edwards (4),273 (-11),"202,500","1,350,000",,,/wiki/MCI_Heritage_Golf_Classic,/wiki/RBC_Heritage,/wiki/David_Edwards_(golfer)
1993,1993,PGA,17,25-Apr,KMart Greater Greensboro Open,North Carolina,Rocco Mediate (2),281 (-7),"270,000","1,500,000",,,/wiki/KMart_Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Rocco_Mediate
1993,1993,PGA,18,2-May,Shell Houston Open,Texas,Jim McGovern (1),199 (-17),"234,000","1,300,000",,,/wiki/Shell_Houston_Open,/wiki/Houston_Open,/wiki/Jim_McGovern_(golfer)
1993,1993,PGA,19,9-May,BellSouth Classic,Georgia,Nolan Henke (3),271 (-17),"216,000","1,200,000",,,/wiki/BellSouth_Classic,/wiki/Atlanta_Classic,/wiki/Nolan_Henke
1993,1993,PGA,20,16-May,GTE Byron Nelson Golf Classic,Texas,Scott Simpson (6),270 (-10),"216,000","1,200,000",,,/wiki/GTE_Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Scott_Simpson_(golfer)
1993,1993,PGA,21,23-May,Kemper Open,Maryland,Grant Waite (1),275 (-9),"234,000","1,300,000",,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Grant_Waite
1993,1993,PGA,22,30-May,Southwestern Bell Colonial,Texas,Fulton Allem (2),264 (-16),"234,000","1,300,000",,,/wiki/Southwestern_Bell_Colonial,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Fulton_Allem
1993,1993,PGA,23,6-Jun,Memorial Tournament,Ohio,Paul Azinger (9),274 (-14),"252,000","1,400,000",,,/wiki/Memorial_Tournament,/wiki/Memorial_Tournament,/wiki/Paul_Azinger
1993,1993,PGA,24,13-Jun,Buick Classic,New York,Vijay Singh (1),280 (-4),"180,000","1,000,000",,,/wiki/Buick_Classic,/wiki/The_Northern_Trust,/wiki/Vijay_Singh
1993,1993,MAJ,25,20-Jun,U.S. Open,New Jersey,Lee Janzen (3),272 (-8),"290,000","1,600,000",,Major championship,/wiki/1993_U.S._Open_(golf),/wiki/1993_U.S._Open_(golf),/wiki/Lee_Janzen
1993,1993,PGA,26,27-Jun,Canon Greater Hartford Open,Connecticut,Nick Price (7),271 (-9),"180,000","1,000,000",,,/wiki/Canon_Greater_Hartford_Open,/wiki/Travelers_Championship,/wiki/Nick_Price
1993,1993,PGA,27,4-Jul,Sprint Western Open,Illinois,Nick Price (8),269 (-19),"216,000","1,200,000",,,/wiki/Sprint_Western_Open,/wiki/Western_Open,/wiki/Nick_Price
1993,1993,PGA,28,11-Jul,Anheuser-Busch Golf Classic,Virginia,"Jim Gallagher, Jr. (2)",269 (-15),"198,000","1,100,000",,,/wiki/Anheuser-Busch_Golf_Classic,/wiki/Michelob_Championship,"/wiki/Jim_Gallagher,_Jr."
1993,1993,MAJ,29,18-Jul,The Open Championship,England,Greg Norman (13),267 (-13),"154,000","1,540,000",,Major championship,/wiki/1993_Open_Championship,/wiki/1993_Open_Championship,/wiki/Greg_Norman
1993,1993,PGA,30,25-Jul,New England Classic,Massachusetts,Paul Azinger (10),268 (-16),"180,000","1,000,000",,,/wiki/New_England_Classic,/wiki/New_England_Classic,/wiki/Paul_Azinger
1993,1993,PGA,31,1-Aug,Federal Express St. Jude Classic,Tennessee,Nick Price (9),266 (-18),"198,000","1,100,000",,,/wiki/Federal_Express_St._Jude_Classic,/wiki/St._Jude_Classic,/wiki/Nick_Price
1993,1993,PGA,32,8-Aug,Buick Open,Michigan,Larry Mize (4),272 (-16),"180,000","1,000,000",,,/wiki/Buick_Open,/wiki/Buick_Open,/wiki/Larry_Mize
1993,1993,MAJ,33,15-Aug,PGA Championship,Ohio,Paul Azinger (11),272 (-12),"300,000","1,700,000",,Major championship,/wiki/1993_PGA_Championship,/wiki/1993_PGA_Championship,/wiki/Paul_Azinger
1993,1993,PGA,34,22-Aug,The International,Colorado,Phil Mickelson (3),45 (Stableford),"234,000","1,300,000",,,/wiki/The_International_(golf),/wiki/The_International_(golf),/wiki/Phil_Mickelson
1993,1993,PGA,35,29-Aug,NEC World Series of Golf,Ohio,Fulton Allem (3),270 (-10),"360,000","2,000,000",,,/wiki/NEC_World_Series_of_Golf,/wiki/NEC_World_Series_of_Golf,/wiki/Fulton_Allem
1993,1993,PGA,36,5-Sep,Greater Milwaukee Open,Wisconsin,Billy Mayfair (1),270 (-18),"180,000","1,000,000",,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Billy_Mayfair
1993,1993,PGA,37,12-Sep,Canadian Open,Canada,David Frost (7),279 (-9),"180,000","1,000,000",,,/wiki/Canadian_Open_(golf),/wiki/Canadian_Open_(golf),/wiki/David_Frost_(golfer)
1993,1993,PGA,38,19-Sep,Hardee's Golf Classic,Illinois,David Frost (8),259 (-21),"180,000","1,000,000",,,/wiki/Hardee%27s_Golf_Classic,/wiki/John_Deere_Classic,/wiki/David_Frost_(golfer)
1993,1993,PGA,39,26-Sep,B.C. Open,New York,Blaine McCallister (5),271 (-13),"144,000","800,000",,,/wiki/B.C._Open,/wiki/B.C._Open,/wiki/Blaine_McCallister
1993,1993,PGA,40,1-Oct,Buick Southern Open,Georgia,John Inman (2),278 (-10),"126,000","700,000",,,/wiki/Buick_Southern_Open,/wiki/Southern_Open,/wiki/John_Inman_(golfer)
1993,1993,PGA,41,10-Oct,Walt Disney World/Oldsmobile Classic,Florida,Jeff Maggert (1),265 (-23),"198,000","1,100,000",,,/wiki/Walt_Disney_World/Oldsmobile_Classic,/wiki/Walt_Disney_World_Golf_Classic,/wiki/Jeff_Maggert
1993,1993,PGA,42,17-Oct,H.E.B. Texas Open,Texas,Jay Haas (9),263 (-21),"180,000","1,000,000",,,/wiki/H.E.B._Texas_Open,/wiki/Valero_Texas_Open,/wiki/Jay_Haas
1993,1993,PGA,43,24-Oct,Las Vegas Invitational,Nevada,Davis Love III (8),331 (-29),"252,000","1,400,000",,,/wiki/Las_Vegas_Invitational,/wiki/Shriners_Hospitals_for_Children_Open,/wiki/Davis_Love_III
1993,1993,PGA,44,31-Oct,The Tour Championship,California,"Jim Gallagher, Jr. (3)",277 (-7),"540,000","3,000,000",,,/wiki/The_Tour_Championship,/wiki/Tour_Championship,"/wiki/Jim_Gallagher,_Jr."
1994,1994,PGA,2,9-Jan,Mercedes Championships,California,Phil Mickelson (4),276 (-12),"180,000","1,000,000",,,/wiki/Mercedes_Championships,/wiki/Tournament_of_Champions_%28golf%29,/wiki/Phil_Mickelson
1994,1994,PGA,3,16-Jan,United Airlines Hawaiian Open,Hawaii,Brett Ogle (2),269 (-19),"216,000","1,200,000",,,/wiki/United_Airlines_Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/Brett_Ogle
1994,1994,PGA,4,23-Jan,Northern Telecom Open,Arizona,Andrew Magee (4),270 (-18),"198,000","1,100,000",,,/wiki/Northern_Telecom_Open,/wiki/Tucson_Open,/wiki/Andrew_Magee
1994,1994,PGA,5,30-Jan,Phoenix Open,Arizona,Bill Glasson (6),268 (-16),"216,000","1,200,000",,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Bill_Glasson
1994,1994,PGA,6,6-Feb,AT&T Pebble Beach National Pro-Am,California,Johnny Miller (25),281 (-7),"225,000","1,250,000",,,/wiki/AT%26T_Pebble_Beach_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Johnny_Miller
1994,1994,PGA,7,13-Feb,Nissan Los Angeles Open,California,Corey Pavin (11),271 (-13),"180,000","1,000,000",,,/wiki/Nissan_Los_Angeles_Open,/wiki/Los_Angeles_Open,/wiki/Corey_Pavin
1994,1994,PGA,8,20-Feb,Bob Hope Chrysler Classic,California,Scott Hoch (5),334 (-26),"198,000","1,100,000",,,/wiki/Bob_Hope_Chrysler_Classic,/wiki/CareerBuilder_Challenge,/wiki/Scott_Hoch
1994,1994,PGA,9,27-Feb,Buick Invitational of California,California,Craig Stadler (11),268 (-20),"198,000","1,100,000",,,/wiki/Buick_Invitational_of_California,/wiki/Farmers_Insurance_Open,/wiki/Craig_Stadler
1994,1994,PGA,10,6-Mar,Doral-Ryder Open,Florida,John Huston (3),274 (-14),"252,000","1,400,000",,,/wiki/Doral-Ryder_Open,/wiki/Doral_Open,/wiki/John_Huston_(golfer)
1994,1994,PGA,11,13-Mar,Honda Classic,Florida,Nick Price (10),276 (-8),"198,000","1,100,000",,,/wiki/Honda_Classic,/wiki/The_Honda_Classic,/wiki/Nick_Price
1994,1994,PGA,12,20-Mar,Nestle Invitational,Florida,Loren Roberts (1),275 (-13),"216,000","1,200,000",,,/wiki/Nestle_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Loren_Roberts
1994,1994,PGA,13,27-Mar,The Players Championship,Florida,Greg Norman (14),264 (-24),"450,000","2,500,000",,,/wiki/The_Players_Championship,/wiki/The_Players_Championship,/wiki/Greg_Norman
1994,1994,PGA,14,3-Apr,Freeport-McMoRan Classic,Louisiana,Ben Crenshaw (18),273 (-15),"216,000","1,200,000",,,/wiki/Freeport-McMoRan_Classic,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Ben_Crenshaw
1994,1994,MAJ,15,10-Apr,Masters Tournament,Georgia,José María Olazábal (3),279 (-9),"360,000","2,000,000",,Major championship,/wiki/1994_Masters_Tournament,/wiki/1994_Masters_Tournament,/wiki/Jos%C3%A9_Mar%C3%ADa_Olaz%C3%A1bal
1994,1994,PGA,16,17-Apr,MCI Heritage Golf Classic,South Carolina,Hale Irwin (20),266 (-18),"225,000","1,250,000",,,/wiki/MCI_Heritage_Golf_Classic,/wiki/RBC_Heritage,/wiki/Hale_Irwin
1994,1994,PGA,17,24-Apr,KMart Greater Greensboro Open,North Carolina,Mike Springer (1),275 (-13),"270,000","1,500,000",,,/wiki/KMart_Greater_Greensboro_Open,/wiki/Wyndham_Championship,/wiki/Mike_Springer
1994,1994,PGA,18,1-May,Shell Houston Open,Texas,Mike Heinen (1),272 (-16),"234,000","1,300,000",,,/wiki/Shell_Houston_Open,/wiki/Houston_Open,/wiki/Mike_Heinen
1994,1994,PGA,19,8-May,BellSouth Classic,Georgia,John Daly (3),274 (-14),"216,000","1,200,000",,,/wiki/BellSouth_Classic,/wiki/Atlanta_Classic,/wiki/John_Daly_(golfer)
1994,1994,PGA,20,15-May,GTE Byron Nelson Golf Classic,Texas,Neal Lancaster (1),132 (-9),"216,000","1,200,000",,,/wiki/GTE_Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Neal_Lancaster
1994,1994,PGA,21,22-May,Memorial Tournament,Ohio,Tom Lehman (1),268 (-20),"270,000","1,500,000",,,/wiki/Memorial_Tournament,/wiki/Memorial_Tournament,/wiki/Tom_Lehman
1994,1994,PGA,22,30-May,Southwestern Bell Colonial,Texas,Nick Price (11),266 (-14),"252,000","1,400,000",,,/wiki/Southwestern_Bell_Colonial,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Nick_Price
1994,1994,PGA,23,5-Jun,Kemper Open,Maryland,Mark Brooks (4),271 (-13),"234,000","1,300,000",,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Mark_Brooks_(golfer)
1994,1994,PGA,24,12-Jun,Buick Classic,New York,Lee Janzen (4),268 (-16),"216,000","1,200,000",,,/wiki/Buick_Classic,/wiki/The_Northern_Trust,/wiki/Lee_Janzen
1994,1994,MAJ,25,20-Jun,U.S. Open,Pennsylvania,Ernie Els (1),279 (-5),"320,000","1,700,000",,Major championship,/wiki/1994_U.S._Open_(golf),/wiki/1994_U.S._Open_(golf),/wiki/Ernie_Els
1994,1994,PGA,26,26-Jun,Canon Greater Hartford Open,Connecticut,David Frost (9),268 (-12),"216,000","1,200,000",,,/wiki/Canon_Greater_Hartford_Open,/wiki/Travelers_Championship,/wiki/David_Frost_(golfer)
1994,1994,PGA,27,3-Jul,Motorola Western Open,Illinois,Nick Price (12),277 (-11),"216,000","1,200,000",,,/wiki/Motorola_Western_Open,/wiki/Western_Open,/wiki/Nick_Price
1994,1994,PGA,28,10-Jul,Anheuser-Busch Golf Classic,Virginia,Mark McCumber (8),267 (-17),"198,000","1,100,000",,,/wiki/Anheuser-Busch_Golf_Classic,/wiki/Michelob_Championship,/wiki/Mark_McCumber
1994,1994,PGA,29,17-Jul,Deposit Guaranty Golf Classic,Mississippi,Brian Henninger (1),135 (-9),"126,000","700,000",,,/wiki/Deposit_Guaranty_Golf_Classic,/wiki/Sanderson_Farms_Championship,/wiki/Brian_Henninger
1994,1994,MAJ,29,17-Jul,The Open Championship,Scotland,Nick Price (13),268 (-12),"178,200","1,650,000",,Major championship,/wiki/1994_Open_Championship,/wiki/1994_Open_Championship,/wiki/Nick_Price
1994,1994,PGA,30,24-Jul,New England Classic,Massachusetts,Kenny Perry (2),268 (-16),"180,000","1,000,000",,,/wiki/New_England_Classic,/wiki/New_England_Classic,/wiki/Kenny_Perry
1994,1994,PGA,31,31-Jul,Federal Express St. Jude Classic,Tennessee,Dicky Pride (1),267 (-17),"225,000","1,250,000",,,/wiki/Federal_Express_St._Jude_Classic,/wiki/St._Jude_Classic,/wiki/Dicky_Pride
1994,1994,PGA,32,7-Aug,Buick Open,Michigan,Fred Couples (11),270 (-18),"198,000","1,100,000",,,/wiki/Buick_Open,/wiki/Buick_Open,/wiki/Fred_Couples
1994,1994,MAJ,33,14-Aug,PGA Championship,Oklahoma,Nick Price (14),269 (-11),"310,000","1,750,000",,Major championship,/wiki/1994_PGA_Championship,/wiki/1994_PGA_Championship,/wiki/Nick_Price
1994,1994,PGA,34,21-Aug,Sprint International,Colorado,Steve Lowery (1),35 (Stableford),"252,000","1,400,000",,,/wiki/The_International_(golf),/wiki/The_International_(golf),/wiki/Steve_Lowery
1994,1994,PGA,35,28-Aug,NEC World Series of Golf,Ohio,José María Olazábal (4),269 (-11),"360,000","2,000,000",,,/wiki/NEC_World_Series_of_Golf,/wiki/NEC_World_Series_of_Golf,/wiki/Jos%C3%A9_Mar%C3%ADa_Olaz%C3%A1bal
1994,1994,PGA,36,4-Sep,Greater Milwaukee Open,Wisconsin,Mike Springer (2),268 (-16),"180,000","1,000,000",,,/wiki/Greater_Milwaukee_Open,/wiki/Greater_Milwaukee_Open,/wiki/Mike_Springer
1994,1994,PGA,37,11-Sep,Bell Canadian Open,Canada,Nick Price (15),275 (-13),"234,000","1,300,000",,,/wiki/Bell_Canadian_Open,/wiki/Canadian_Open_%28golf%29,/wiki/Nick_Price
1994,1994,PGA,38,18-Sep,B.C. Open,New York,Mike Sullivan (3),266 (-18),"162,000","900,000",,,/wiki/B.C._Open,/wiki/B.C._Open,/wiki/Mike_Sullivan_(golfer)
1994,1994,PGA,39,25-Sep,Hardee's Golf Classic,Illinois,Mark McCumber (9),265 (-15),"180,000","1,000,000",,,/wiki/Hardee%27s_Golf_Classic,/wiki/John_Deere_Classic,/wiki/Mark_McCumber
1994,1994,PGA,40,2-Oct,Buick Southern Open,Georgia,Steve Elkington (4),200 (-16),"144,000","800,000",,,/wiki/Buick_Southern_Open,/wiki/Southern_Open,/wiki/Steve_Elkington
1994,1994,PGA,41,9-Oct,Walt Disney World/Oldsmobile Classic,Florida,Rick Fehr (2),269 (-19),"198,000","1,100,000",,,/wiki/Walt_Disney_World/Oldsmobile_Classic,/wiki/Walt_Disney_World_Golf_Classic,/wiki/Rick_Fehr
1994,1994,PGA,42,16-Oct,Texas Open,Texas,Bob Estes (1),265 (-19),"180,000","1,000,000",,,/wiki/Texas_Open,/wiki/Valero_Texas_Open,/wiki/Bob_Estes
1994,1994,PGA,43,23-Oct,Las Vegas Invitational,Nevada,Bruce Lietzke (13),332 (-28),"270,000","1,500,000",,,/wiki/Las_Vegas_Invitational,/wiki/Shriners_Hospitals_for_Children_Open,/wiki/Bruce_Lietzke
1994,1994,PGA,44,30-Oct,The Tour Championship,California,Mark McCumber (10),274 (-10),"540,000","3,000,000",,,/wiki/The_Tour_Championship,/wiki/Tour_Championship,/wiki/Mark_McCumber
1995,1995,PGA,1,8-Jan,Mercedes Championships,California,Steve Elkington (5),278 (-10),"180,000","1,000,000",,,/wiki/Mercedes_Championships,/wiki/Tournament_of_Champions_%28golf%29,/wiki/Steve_Elkington
1995,1995,PGA,2,15-Jan,United Airlines Hawaiian Open,Hawaii,John Morse (1),269 (-19),"216,000","1,200,000",,,/wiki/United_Airlines_Hawaiian_Open,/wiki/Sony_Open_in_Hawaii,/wiki/John_Morse
1995,1995,PGA,3,22-Jan,Northern Telecom Open,Arizona,Phil Mickelson (5),269 (-19),"225,000","1,250,000",,,/wiki/Northern_Telecom_Open,/wiki/Tucson_Open,/wiki/Phil_Mickelson
1995,1995,PGA,4,29-Jan,Phoenix Open,Arizona,Vijay Singh (2),269 (-15),"234,000","1,300,000",,,/wiki/Phoenix_Open,/wiki/Phoenix_Open,/wiki/Vijay_Singh
1995,1995,PGA,5,5-Feb,AT&T Pebble Beach National Pro-Am,California,Peter Jacobsen (5),271 (-17),"252,000","1,400,000",,,/wiki/AT%26T_Pebble_Beach_National_Pro-Am,/wiki/AT%26T_Pebble_Beach_Pro-Am,/wiki/Peter_Jacobsen
1995,1995,PGA,6,12-Feb,Buick Invitational of California,California,Peter Jacobsen (6),269 (-19),"216,000","1,200,000",,,/wiki/Buick_Invitational_of_California,/wiki/Farmers_Insurance_Open,/wiki/Peter_Jacobsen
1995,1995,PGA,7,19-Feb,Bob Hope Chrysler Classic,California,Kenny Perry (3),335 (-25),"216,000","1,200,000",,,/wiki/Bob_Hope_Chrysler_Classic,/wiki/CareerBuilder_Challenge,/wiki/Kenny_Perry
1995,1995,PGA,8,26-Feb,Nissan Open,California,Corey Pavin (12),268 (-16),"216,000","1,200,000",,,/wiki/Nissan_Open,/wiki/Los_Angeles_Open,/wiki/Corey_Pavin
1995,1995,PGA,9,5-Mar,Doral-Ryder Open,Florida,Nick Faldo (7),273 (-15),"270,000","1,500,000",,,/wiki/Doral-Ryder_Open,/wiki/Doral_Open,/wiki/Nick_Faldo
1995,1995,PGA,10,12-Mar,Honda Classic,Florida,Mark O'Meara (9),275 (-9),"216,000","1,200,000",,,/wiki/Honda_Classic,/wiki/The_Honda_Classic,/wiki/Mark_O%27Meara
1995,1995,PGA,11,19-Mar,Nestle Invitational,Florida,Loren Roberts (2),272 (-16),"216,000","1,200,000",,,/wiki/Nestle_Invitational,/wiki/Arnold_Palmer_Invitational,/wiki/Loren_Roberts
1995,1995,PGA,12,26-Mar,The Players Championship,Florida,Lee Janzen (5),283 (-5),"540,000","3,000,000",,,/wiki/The_Players_Championship,/wiki/The_Players_Championship,/wiki/Lee_Janzen
1995,1995,PGA,13,2-Apr,Freeport-McMoRan Classic,Louisiana,Davis Love III (9),274 (-14),"216,000","1,200,000",,,/wiki/Freeport-McMoRan_Classic,/wiki/Zurich_Classic_of_New_Orleans,/wiki/Davis_Love_III
1995,1995,MAJ,14,9-Apr,Masters Tournament,Georgia,Ben Crenshaw (19),274 (-14),"396,000","2,200,000",,Major championship,/wiki/1995_Masters_Tournament,/wiki/1995_Masters_Tournament,/wiki/Ben_Crenshaw
1995,1995,PGA,15,16-Apr,MCI Classic,South Carolina,Bob Tway (7),275 (-9),"234,000","1,300,000",,,/wiki/MCI_Classic,/wiki/RBC_Heritage,/wiki/Bob_Tway
1995,1995,PGA,16,23-Apr,KMart Greater Greensboro Open,North Carolina,"Jim Gallagher, Jr. (4)",274 (-14),"270,000","1,500,000",,,/wiki/KMart_Greater_Greensboro_Open,/wiki/Wyndham_Championship,"/wiki/Jim_Gallagher,_Jr."
1995,1995,PGA,17,30-Apr,Shell Houston Open,Texas,Payne Stewart (9),276 (-12),"252,000","1,400,000",,,/wiki/Shell_Houston_Open,/wiki/Houston_Open,/wiki/Payne_Stewart
1995,1995,PGA,18,7-May,BellSouth Classic,Georgia,Mark Calcavecchia (8),271 (-17),"234,000","1,300,000",,,/wiki/BellSouth_Classic,/wiki/Atlanta_Classic,/wiki/Mark_Calcavecchia
1995,1995,PGA,19,14-May,GTE Byron Nelson Golf Classic,Texas,Ernie Els (2),263 (-17),"234,000","1,300,000",,,/wiki/GTE_Byron_Nelson_Golf_Classic,/wiki/AT%26T_Byron_Nelson,/wiki/Ernie_Els
1995,1995,PGA,20,21-May,Buick Classic,New York,Vijay Singh (3),278 (-6),"216,000","1,200,000",,,/wiki/Buick_Classic,/wiki/The_Northern_Trust,/wiki/Vijay_Singh
1995,1995,PGA,21,28-May,Colonial National Invitation,Texas,Tom Lehman (2),271 (-9),"252,000","1,400,000",,,/wiki/Colonial_National_Invitation,/wiki/Dean_%26_DeLuca_Invitational,/wiki/Tom_Lehman
1995,1995,PGA,22,4-Jun,Memorial Tournament,Ohio,Greg Norman (15),269 (-19),"306,000","1,700,000",,,/wiki/Memorial_Tournament,/wiki/Memorial_Tournament,/wiki/Greg_Norman
1995,1995,PGA,23,11-Jun,Kemper Open,Maryland,Lee Janzen (6),272 (-12),"252,000","1,400,000",,,/wiki/Kemper_Open,/wiki/Booz_Allen_Classic,/wiki/Lee_Janzen
1995,1995,MAJ,24,18-Jun,U.S. Open,New York,Corey Pavin (13),280 (E),"350,000","2,000,000",,Major championship,/wiki/1995_U.S._Open_(golf),/wiki/1995_U.S._Open_(golf),/wiki/Corey_Pavin
1995,1995,PGA,25,25-Jun,Canon Greater Hartford Open,Connecticut,Greg Norman (16),267 (-13),"216,000","1,200,000",,,/wiki/Canon_Greater_Hartford_Open,/wiki/Travelers_Championship,/wiki/Greg_Norman
1995,1995,PGA,26,2-Jul,FedEx St. Jude Classic,Tennessee,"Jim Gallagher, Jr. (5)",267 (-17),"225,000","1,250,000",,,/wiki/FedEx_St._Jude_Classic,/wiki/St._Jude_Classic,"/wiki/Jim_Gallagher,_Jr."
1995,1995,PGA,27,9-Jul,Motorola Western Open,Illinois,Billy Mayfair (2),279 (-9),"360,000","2,000,000",,,/wiki/Motorola_Western_Open,/wiki/Western_Open,/wiki/Billy_Mayfair
1995,1995,PGA,28,16-Jul,Anheuser-Busch Golf Classic,Virginia,Ted Tryba (1),272 (-12),"198,000","1,100,000",,,/wiki/Anheuser-Busch_Golf_Classic,/wiki/Michelob_Championship,/wiki/Ted_Tryba
1995,1995,PGA,29,23-Jul,Deposit Guaranty Golf Classic,Mississippi,Ed Dougherty (1),272 (-16),"126,000","700,000",,,/wiki/Deposit_Guaranty_Golf_Classic,/wiki/Sanderson_Farms_Championship,/wiki/Ed_Dougherty
1995,1995,MAJ,29,23-Jul,The Open Championship,Scotland,John Daly (4),282 (-6),"199,375","2,000,000",,Major championship,/wiki/1995_Open_Championship,/wiki/1995_Open_Championship,/wiki/John_Daly_(golfer)
1995,1995,PGA,30,30-Jul,Ideon Classic at Pleasant Valley,Massachusetts,Fred Funk (2),268 (-16),"180,000","1,000,000",,,/wiki/Ideon_Classic_at_Pleasant_Valley,/wiki/New_England_Classic,/wiki/Fred_Funk
1995,1995,PGA,31,6-Aug,Buick Open,Michigan,Woody Austin (1),270 (-18),"216,000","1,200,000",,,/wiki/Buick_Open,/wiki/Buick_Open,/wiki/Woody_Austin
1995,1995,MAJ,32,13-Aug,PGA Championship,California,Steve Elkington (6),267 (-17),"360,000","2,000,000",,Major championship,/wiki/1995_PGA_Championship,/wiki/1995_PGA_Championship,/wiki/Steve_Elkington
